A person slowly walks four steps forward. 	 a person slowly walks 4 steps forward
The human walks very slowly 	 the human walks very slowly
A person walks forward as if carrying a heavy load. 	 a person walks forward as if carrying a heavy load
A person is on all fours and stands up 	 a person is on all fours and stands up
Someone stands up 	 someone stands up
a person stands up from the ground 	 a person stands up from the ground
Someone gets up from being on all fours. 	 someone gets up from being on all fours
Person walks around a corner. 	 person walks around a corner
human takes a step to the right 	 human takes a step to the right
A person walks in clock-wise circle and stops facing 90 degrees to the left relative from the starting position. 	 a person walks in clock wise circle and stops facing 90 degrees to the left relative from the starting position
A human is walking three quarter of a circle to its right. 	 a human is walking 3 quarter of a circle to its right
A person walks in a circle. 	 a person walks in a circle
the person is walking forward 	 the person is walking forward
a person walks down the stairs 	 a person walks down the stairs
A person walks forward, turns on the spot and walks back. 	 a person walks forward turns on the spot and walks back
a person walks forwards a few steps and then turns 180 degrees to the left and walks back a few meters again 	 a person walks forwards a few steps and then turns 180 degrees to the left and walks back a few m again
Somebody turns around. 	 somebody turns around
human jumps forward 	 human jumps forward
A person runs forward. 	 a person runs forward
A person is starting to run but stops after a few steps 	 a person is starting to run but stops after a few steps
a persons jogs forward 	 a persons jogs forward
a human starts running a few steps 	 a human starts running a few steps
A person turns right. 	 a person turns right
A person walks a quarter circle clockwise with 4 steps. 	 a person walks a quarter circle clockwise with 4 steps
A person walks a 90° curve to his right. 	 a person walks a 90 degrees curve to his right
someone turns right. 	 someone turns right
A human is being pushed to the left. 	 a human is being pushed to the left
Subject walks in a quarter circle counterclockwise. 	 subject walks in a quarter circle counterclockwise
a person walks to the left performing a quarter circle 	 a person walks to the left performing a quarter circle
A person walks forward slowly. 	 a person walks forward slowly
A person is slowly and quietly walking forward. 	 a person is slowly and quietly walking forward
Someone runs forward. 	 someone runs forward
A person is running 	 a person is running
a person runs forward 	 a person runs forward
A human is running 	 a human is running
Someone performs a short sprint. 	 someone performs a short sprint
a person walks forwards very fast 	 a person walks forwards very fast
A person runs four steps and stops. 	 a person runs 4 steps and stops
A person runs forward. 	 a person runs forward
a person is running a few meters forwards 	 a person is running a few m forwards
A human walks forwards, then turns around to the right and begins to walk the other way, then stops. 	 a human walks forwards then turns around to the right and begins to walk the other way then stops
